date,consignee,consignee_country,shipper,shipper_country,shipment_origin,shipment_destination,port_of_lading,port_of_lading_country,port_of_unlading_country,transport_method,goods_shipped,parcel_size_mt,weight,parcel_bin_2
2020-04-16T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,4282.85,2500 - 5000
2020-04-15T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5837.66,5000 - 7500
2020-04-14T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,4412.43,2500 - 5000
2020-04-13T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Mapa Transportes S.A. De C.V.,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,421.781,0 - 2500
2020-04-13T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,506.81,0 - 2500
2020-04-08T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,3270.89,2500 - 5000
2020-04-08T00:00:00Z,Young Poong Corporation,South Korea,Metalurgica Met Mex PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,>7000t,11616,10000 - 12500
2020-04-08T00:00:00Z,Young Poong,South Korea,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,>7000t,16481.54,12500 and up
2020-04-08T00:00:00Z,"Korea Z Inc. Co., Ltd.",South Korea,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,>7000t,16480.7,12500 and up
2020-04-06T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Operaciones San Jose De Plata S. De R.L. De C.V.,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,969.82,0 - 2500
2020-04-06T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Mapa Transportes S.A. De C.V.,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,1665.34,0 - 2500
2020-04-06T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,3787.557,2500 - 5000
2020-04-02T00:00:00Z,Earth Resources International Ltd.,Hong Kong,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,India,Manzanillo (MX),Mexico,Hong Kong,Maritime,CONCENTRADO DE ZINC,<4000t,45.52,0 - 2500
2020-04-01T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Minerales Inguaran S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,170.37,0 - 2500
2020-03-31T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Mapa Transportes S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,446.509,0 - 2500
2020-03-30T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Minera Hecla Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,305.25,0 - 2500
2020-03-30T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Minera Mexicana El Rosario Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,544.41,0 - 2500
2020-03-30T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,>7000t,8200.626,7500 - 10000
2020-03-27T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11322.02,10000 - 12500
2020-03-27T00:00:00Z,H&H Metals Corp,United States,Ewr S.A. De C.V,Mexico,Mexico,Peru,Cardenas (MX),Mexico,United States,Maritime,CONCENTRADOS ZINC,<4000t,86.4028,0 - 2500
2020-03-25T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,>7000t,9358.86,7500 - 10000
2020-03-25T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Minera Hecla Sa De Cv,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,626.72,0 - 2500
2020-03-24T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,506.6,0 - 2500
2020-03-23T00:00:00Z,Ocean Partners Usa Inc.,United States,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5502.15,5000 - 7500
2020-03-23T00:00:00Z,Ocean Partners Usa Inc.,United States,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,>7000t,11005.14,10000 - 12500
2020-03-17T00:00:00Z,"Korea Z Inc. Co., Ltd.",South Korea,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,>7000t,11002.71,10000 - 12500
2020-03-17T00:00:00Z,Young Poong,South Korea,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,>7000t,11000.24,10000 - 12500
2020-03-12T00:00:00Z,Ocean Partners Usa Inc.,United States,Operaciones San Jose De Plata S. De R.L. De C.V.,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,4954.83,2500 - 5000
2020-03-11T00:00:00Z,Pionner Metal Trading Llc,United States,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,Turkey,Veracruz (MX),Mexico,United States,Maritime,CONCENTRADOS DE ZINC,<4000t,25.44,0 - 2500
2020-03-09T00:00:00Z,"Chanwill Development Co., Ltd.",China,Metco Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,CONCENTRADO DE ZINC,<4000t,992.495,0 - 2500
2020-03-06T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5217.35,5000 - 7500
2020-02-29T00:00:00Z,Glencore International Ag,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11001.38,10000 - 12500
2020-02-28T00:00:00Z,Nyrstar Sales & Marketing Ag,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11011.95,10000 - 12500
2020-02-26T00:00:00Z,Trafigura Trading Llc,United States,Z Inc. International S.A.,Mexico,Mexico,South Korea,Altamira (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,487.91,0 - 2500
2020-02-24T00:00:00Z,Pionner Metal Trading Llc,United States,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,Turkey,Veracruz (MX),Mexico,United States,Maritime,CONCENTRADOS DE ZINC,<4000t,25.036,0 - 2500
2020-02-24T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,732.03,0 - 2500
2020-02-19T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,3923.14,2500 - 5000
2020-02-18T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,7410.89,5000 - 7500
2020-02-18T00:00:00Z,"Korea Z Inc. Co., Ltd.",South Korea,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,>7000t,12526.81,12500 and up
2020-02-18T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,732.08,0 - 2500
2020-02-13T00:00:00Z,Nyrstar Clarksville Inc.,NA,Z Inc. International S.A.,Mexico,Mexico,United States,Altamira (MX),Mexico,United States,Maritime,CONCENTRADOS DE ZINC,<4000t,486.55,0 - 2500
2020-02-12T00:00:00Z,Rezinal Nv,Belgium,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,Belgium,Veracruz (MX),Mexico,Belgium,Maritime,CONCENTRADOS DE ZINC,<4000t,25.036,0 - 2500
2020-02-08T00:00:00Z,"Tianjin Joy Bright International Trade Co., Ltd.",China,Divine Harvest S. De R.L. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERAL DE ZINC TRITURADO,<4000t,75.31,0 - 2500
2020-02-06T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5560,5000 - 7500
2020-02-05T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,>7000t,11000,10000 - 12500
2020-02-05T00:00:00Z,Young Poong,South Korea,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,>7000t,13518.85,12500 and up
2020-02-04T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,MINERALES DE CINC,<4000t,20,0 - 2500
2020-02-01T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,709.61,0 - 2500
2020-01-28T00:00:00Z,Young Poong,South Korea,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,>7000t,10051.31,10000 - 12500
2020-01-28T00:00:00Z,Earth Resources International Ltd.,Hong Kong,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,Hong Kong,Manzanillo (MX),Mexico,Hong Kong,Maritime,CONCENTRADO DE ZINC,<4000t,45.205,0 - 2500
2020-01-27T00:00:00Z,Everz Inc. Belgium Sa,Belgium,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,Belgium,Veracruz (MX),Mexico,Belgium,Maritime,ZINC CONCENTRATES (CONCENTRADOS DE ZINC),<4000t,25.036,0 - 2500
2020-01-25T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5963.92,5000 - 7500
2020-01-25T00:00:00Z,"Korea Z Inc. Co., Ltd.",South Korea,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,>7000t,16250.39,12500 and up
2020-01-24T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,7852.16,7500 - 10000
2020-01-24T00:00:00Z,Anglo Europe Minerals Ltd.,United Kingdom,Faeza Alloyers S.A. De C.V.,Mexico,Mexico,United Kingdom,Manzanillo (MX),Mexico,United Kingdom,Maritime,CONCENTRADO DE ZINC,<4000t,46,0 - 2500
2020-01-22T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,6030.04,5000 - 7500
2020-01-22T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,MINERALES DE CINC,<4000t,20,0 - 2500
2020-01-21T00:00:00Z,Earth Resources International Ltd.,Hong Kong,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,India,Manzanillo (MX),Mexico,Hong Kong,Maritime,CONCENTRADO DE ZINC,<4000t,26.07,0 - 2500
2020-01-20T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,4167.49,2500 - 5000
2020-01-20T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Operaciones San Jose De Plata S. De R.L. De C.V.,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,2592.11,2500 - 5000
2020-01-20T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5617.58,5000 - 7500
2020-01-20T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,710.36,0 - 2500
2020-01-17T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,MINERALES DE CINC,<4000t,20,0 - 2500
2020-01-16T00:00:00Z,"Korea Z Inc. Co., Ltd.",South Korea,Metalurgica Met Mex PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,>7000t,11088,10000 - 12500
2020-01-13T00:00:00Z,H&H Metals Corp,United States,Ewr S.A. De C.V,Mexico,Mexico,Peru,Cardenas (MX),Mexico,United States,Maritime,CONCENTRADOS ZINC,<4000t,133.8802,0 - 2500
2020-01-11T00:00:00Z,Nyrstar Sales & Marketing Ag,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,10500,10000 - 12500
2020-01-10T00:00:00Z,Metal Trading,NA,Real De Dulces Nombres S.A.P.I. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,United States,Maritime,MINERAL DE ZINC.,<4000t,189.81,0 - 2500
2020-01-02T00:00:00Z,Earth Resources International Ltd.,Hong Kong,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,India,Manzanillo (MX),Mexico,Hong Kong,Maritime,CONCENTRADO DE ZINC,<4000t,25.036,0 - 2500
2019-12-31T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,487.24,0 - 2500
2019-12-30T00:00:00Z,Earth Resources International Ltd.,Hong Kong,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,India,Manzanillo (MX),Mexico,Hong Kong,Maritime,CONCENTRADO DE ZINC,<4000t,20.648,0 - 2500
2019-12-26T00:00:00Z,Sul Oxidos Industria E Comercio Ltda,Brazil,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,Brazil,Ensenada (MX),Mexico,Brazil,Maritime,CONCENTRADOS DE ZINC,<4000t,40,0 - 2500
2019-12-24T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Operaciones San Jose De Plata S. De R.L. De C.V.,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,3124.02,2500 - 5000
2019-12-23T00:00:00Z,Concord Resources Ltd.,United Kingdom,Metalurgica Met Mex PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,United Kingdom,Maritime,CONCENTRADO DE ZINC,>7000t,11044.52,10000 - 12500
2019-12-23T00:00:00Z,Ocean Partners Usa Inc.,United States,Operaciones San Jose De Plata S. De R.L. De C.V.,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,<4000t,545.25,0 - 2500
2019-12-20T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5381.286,5000 - 7500
2019-12-20T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,First Majestic Resources Mexicosa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,196.577,0 - 2500
2019-12-20T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Minera Mexicana El Rosario Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,422.95,0 - 2500
2019-12-20T00:00:00Z,Nyrstar Sales & Marketing Ag,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11000.71,10000 - 12500
2019-12-17T00:00:00Z,"Korea Z Inc. Co., Ltd.",South Korea,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,>7000t,11000,10000 - 12500
2019-12-16T00:00:00Z,Pemep Sac,NA,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,69.11,0 - 2500
2019-12-14T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,488.3,0 - 2500
2019-12-13T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,China,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5301.2,5000 - 7500
2019-12-12T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,China,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,2217.04,0 - 2500
2019-12-12T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,China,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,4338.93,2500 - 5000
2019-12-07T00:00:00Z,Ocean Partners Usa Inc.,United States,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,>7000t,10000,7500 - 10000
2019-12-07T00:00:00Z,Ocean Partners Usa Inc.,United States,Metalurgica Met Mex PeÑoles S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5678.25,5000 - 7500
2019-12-07T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,610.21,0 - 2500
2019-12-06T00:00:00Z,Pemep Sac,NA,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADOS DE ZINC,<4000t,25.036,0 - 2500
2019-12-06T00:00:00Z,Pemep Sac,NA,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADOS DE ZINC,<4000t,25.52,0 - 2500
2019-12-04T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,MINERALES DE CINC,<4000t,20,0 - 2500
2019-12-03T00:00:00Z,Pemep Sac,Peru,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,Peru,Ensenada (MX),Mexico,Peru,Maritime,CONCENTRADOS DE ZINC,<4000t,20.507,0 - 2500
2019-12-02T00:00:00Z,Pionner Metal Trading Llc,United States,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,Turkey,Veracruz (MX),Mexico,United States,Maritime,CONCENTRADOS DE ZINC,<4000t,50.072,0 - 2500
2019-12-02T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,7680.01,7500 - 10000
2019-12-02T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,4328.6,2500 - 5000
2019-12-02T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,608.81,0 - 2500
2019-11-30T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5700,5000 - 7500
2019-11-28T00:00:00Z,Glencore International Ag,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Italy,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,6601.64,5000 - 7500
2019-11-28T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,MINERALES DE CINC,<4000t,20,0 - 2500
2019-11-27T00:00:00Z,Nyrstar Sales & Marketing Ag,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,10000,7500 - 10000
2019-11-27T00:00:00Z,Nyrstar Sales & Marketing Ag,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,10000,7500 - 10000
2019-11-25T00:00:00Z,Pemep Sac,NA,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,Peru,Ensenada (MX),Mexico,Peru,Maritime,CONCENTRADOS DE ZINC,<4000t,20.507,0 - 2500
2019-11-22T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11015.87,10000 - 12500
2019-11-22T00:00:00Z,Pemep Sac,NA,Non Ferrous De Norte America S.A. De C.V.,Mexico,Mexico,Peru,Ensenada (MX),Mexico,Peru,Maritime,CONCENTRADOS DE ZINC,<4000t,20.507,0 - 2500
2019-11-21T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11000,10000 - 12500
2019-11-20T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,7457.38,5000 - 7500
2019-11-20T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,7361.23,5000 - 7500
2019-11-20T00:00:00Z,Ocean Partners Usa Inc.,United States,Operaciones San Jose De Plata S. De R.L. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,<4000t,2189.77,0 - 2500
2019-11-15T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Germany,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,1098.83,0 - 2500
2019-11-15T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,First Majestic Resources Mexicosa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,235.1766,0 - 2500
2019-11-15T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,First Majestic Resources Mexicosa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,325.2585,0 - 2500
2019-11-15T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,First Majestic Resources Mexicosa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,94.942,0 - 2500
2019-11-15T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,First Majestic Resources Mexicosa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,175.763,0 - 2500
