date,consignee,consignee_country,shipper,shipper_country,shipment_origin,shipment_destination,port_of_lading,port_of_lading_country,port_of_unlading_country,transport_method,goods_shipped,parcel_size_mt,weight,parcel_bin_2
2019-07-02T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,507.53,0 - 2500
2019-06-29T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11922.09,10000 - 12500
2019-06-25T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,ZINC,<4000t,20,0 - 2500
2019-06-24T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,509.76,0 - 2500
2019-06-24T00:00:00Z,Pemep Sac,NA,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,22.94,0 - 2500
2019-06-20T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,>7000t,10795.9,10000 - 12500
2019-06-20T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,>7000t,8980.914,7500 - 10000
2019-06-20T00:00:00Z,Pemep Sac,NA,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,50.072,0 - 2500
2019-06-18T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,6884.22,5000 - 7500
2019-06-18T00:00:00Z,Young Poong Corporation,South Korea,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,>7000t,10857.21,10000 - 12500
2019-06-17T00:00:00Z,H&H Metals Corp,United States,Ewr S.A. De C.V,Mexico,Mexico,Peru,Cardenas (MX),Mexico,United States,Maritime,CONCENTRADOS DE ZINC,<4000t,21.7978,0 - 2500
2019-06-15T00:00:00Z,Youngpoong Corporation,South Korea,Z Inc. International S.A.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,South Korea,Maritime,CONCENTRADO DE ZINC,<4000t,509.22,0 - 2500
2019-06-14T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5714.49,5000 - 7500
2019-06-13T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,50.512,0 - 2500
2019-06-04T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADOS DE ZINC,<4000t,22.99,0 - 2500
2019-05-23T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,50.673,0 - 2500
2019-05-23T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,24.31,0 - 2500
2019-05-22T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,China,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11827.48,10000 - 12500
2019-05-20T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,8.79871,0 - 2500
2019-05-20T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,1349.83,0 - 2500
2019-05-17T00:00:00Z,"Grand Tai Merchant (Shanghai) Co., Ltd.",China,Linda Nayelly Dominguez Dominguez,Mexico,Mexico,China,Cardenas (MX),Mexico,China,Maritime,MINERAL DE ZINC.,<4000t,95.78,0 - 2500
2019-05-16T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,ZINC,<4000t,20,0 - 2500
2019-05-16T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,POLVOS CONCENTRADOS DE ZINC,<4000t,20,0 - 2500
2019-05-16T00:00:00Z,Traxys Europe Sa,Luxembourg,Z Inc. International S.A.,Mexico,Mexico,Russia,Altamira (MX),Mexico,Luxembourg,Maritime,"CONCENTRADO DE ZINC, CONCENTRADO DE ZINC",<4000t,504.99920000000003,0 - 2500
2019-05-15T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,25.45,0 - 2500
2019-05-09T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,25.036,0 - 2500
2019-05-06T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADOS DE ZINC,<4000t,22.99,0 - 2500
2019-05-04T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5700,5000 - 7500
2019-05-03T00:00:00Z,Ocean Partners Usa Inc.,United States,Mk Metal Trading Mexico S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,>7000t,7434.48,5000 - 7500
2019-04-30T00:00:00Z,Ocean Partners Us Inc.,United States,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,6933.13,5000 - 7500
2019-04-25T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,22.62,0 - 2500
2019-04-25T00:00:00Z,Empresa Comercializadora Y Distribuidora Geominera,NA,Rottemberg De Mexico Sa De Cv,Mexico,Mexico,Cuba,Altamira (MX),Mexico,Cuba,Maritime,POLVO DE ZINC,<4000t,22.38,0 - 2500
2019-04-23T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,25.036,0 - 2500
2019-04-22T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,10866.19,10000 - 12500
2019-04-22T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,>7000t,10088.492,10000 - 12500
2019-04-17T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,2511.07,2500 - 5000
2019-04-17T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,1318.69,0 - 2500
2019-04-17T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,2917.17,2500 - 5000
2019-04-17T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,2405.85,0 - 2500
2019-04-17T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,237.37,0 - 2500
2019-04-17T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,1273.11,0 - 2500
2019-04-16T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,483.89,0 - 2500
2019-04-16T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5080.2,5000 - 7500
2019-04-16T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,7462.46,5000 - 7500
2019-04-16T00:00:00Z,"Guangxi Jinruide Trading Co., Ltd.",China,Asia Global Renewabe Resourses Sa,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,MINERAL DE ZINC.,<4000t,34.12,0 - 2500
2019-04-10T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,20.44,0 - 2500
2019-04-06T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5807.45,5000 - 7500
2019-04-04T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,25.036,0 - 2500
2019-04-01T00:00:00Z,Cliveden Trading Ag,Switzerland,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,10014.39,10000 - 12500
2019-03-30T00:00:00Z,Cliveden Trading Ag,Switzerland,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,4966,2500 - 5000
2019-03-28T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,<4000t,3500,2500 - 5000
2019-03-28T00:00:00Z,Anglo Europe Minerals Ltd.,United Kingdom,Faeza Alloyers S.A. De C.V.,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,United Kingdom,Maritime,CONCENTRADO DE ZINC,<4000t,21.485,0 - 2500
2019-03-27T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Spain,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,9400,7500 - 10000
2019-03-25T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Ensenada (MX),Mexico,Peru,Maritime,CONCENTRADOS DE ZINC,<4000t,20.507,0 - 2500
2019-03-23T00:00:00Z,Hamburg Metals Inc.,Panama,Metalurgica Met Mex PeÑoles S.A. De C.V.,Mexico,Mexico,Indonesia,Manzanillo (MX),Mexico,Panama,Maritime,TORTAS DE ZINC,<4000t,716.82,0 - 2500
2019-03-21T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,>7000t,7206.92,5000 - 7500
2019-03-21T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,25.036,0 - 2500
2019-03-15T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,ZINC,<4000t,20,0 - 2500
2019-03-15T00:00:00Z,"Henan Great Sources Co., Ltd.",China,Minerales Y Agregados Del Pacifico S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,China,Maritime,CONCENTRADO DE ZINC,<4000t,56.065,0 - 2500
2019-03-14T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,>7000t,11451.68,10000 - 12500
2019-03-14T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11000,10000 - 12500
2019-03-14T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11000,10000 - 12500
2019-03-13T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,9995.08,7500 - 10000
2019-03-12T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5781.18,5000 - 7500
2019-03-11T00:00:00Z,Glencore International Ag,Switzerland,Metagrisa De Cv,Mexico,Mexico,Belgium,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5764.18,5000 - 7500
2019-03-11T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,25.33,0 - 2500
2019-03-04T00:00:00Z,Ocean Partners Us Inc.,United States,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,>7000t,11173.02,10000 - 12500
2019-02-28T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,102.021,0 - 2500
2019-02-27T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,22.118,0 - 2500
2019-02-25T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,3414.106,2500 - 5000
2019-02-22T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,ZINC,<4000t,20,0 - 2500
2019-02-22T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,8800,7500 - 10000
2019-02-22T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,6920.13,5000 - 7500
2019-02-22T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,<4000t,3708.73,2500 - 5000
2019-02-22T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,>7000t,10172.519,10000 - 12500
2019-02-22T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,23.06,0 - 2500
2019-02-21T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,Switzerland,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,6446.638,5000 - 7500
2019-02-21T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,25.27,0 - 2500
2019-02-20T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11000,10000 - 12500
2019-02-20T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,11000,10000 - 12500
2019-02-20T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,"CONCENTRADO DE CINC, CONCENTRADO DE CINC",<4000t,45.69,0 - 2500
2019-02-19T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,25.036,0 - 2500
2019-02-18T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,24.806,0 - 2500
2019-02-16T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5984.09,5000 - 7500
2019-02-14T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,50.66,0 - 2500
2019-02-12T00:00:00Z,"Trafigura Pte., Ltd.",Singapore,Consorcio Minero De Mexico Cormin Mex Sa De Cv,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Singapore,Maritime,CONCENTRADO DE ZINC,>7000t,10169.45,10000 - 12500
2019-02-01T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,23.06,0 - 2500
2019-01-30T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Australia,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,14783,12500 and up
2019-01-30T00:00:00Z,Ocean Partners Usa Inc.,United States,Mk Metal Trading Mexico S.A. De C.V.,Mexico,Mexico,Australia,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,7000,5000 - 7500
2019-01-24T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Manzanillo (MX),Mexico,Peru,Maritime,CONCENTRADO DE CINC,<4000t,25.036,0 - 2500
2019-01-22T00:00:00Z,Mario Idarraga Importaciones Sas,NA,Metales Y Derivados De Z Inc. Sa De Cv,Mexico,Mexico,Colombia,Manzanillo (MX),Mexico,Colombia,Maritime,ZINC,<4000t,20,0 - 2500
2019-01-21T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Ensenada (MX),Mexico,Peru,Maritime,CONCENTRADOS DE ZINC,<4000t,41.105,0 - 2500
2019-01-10T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,>7000t,10654.442,10000 - 12500
2019-01-09T00:00:00Z,Anglo Europe Minerals Ltd.,United Kingdom,Faeza Alloyers S.A. De C.V.,Mexico,Mexico,China,Manzanillo (MX),Mexico,United Kingdom,Maritime,CONCENTRADO DE ZINC,<4000t,140.4,0 - 2500
2019-01-05T00:00:00Z,Ocean Partners Usa Inc.,United States,Comercializadora De Metales PeÑoles S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,United States,Maritime,CONCENTRADO DE ZINC,>7000t,10000,7500 - 10000
2019-01-02T00:00:00Z,Pemep Sac,Peru,Compania De No Ferrosos De Mexico,Mexico,Mexico,Peru,Cardenas (MX),Mexico,Peru,Maritime,CONCENTRADO DE ZINC,<4000t,25.185,0 - 2500
2018-12-28T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,4000,2500 - 5000
2018-12-28T00:00:00Z,Goldcorp Trading Gmb H,Switzerland,Minera PeÑasquito S.A. De C.V.,Mexico,Mexico,Canada,Manzanillo (MX),Mexico,Switzerland,Maritime,CONCENTRADO DE ZINC,4000t - 7000t,5000,2500 - 5000
2018-12-28T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,34.63,0 - 2500
2018-12-28T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,40.68,0 - 2500
2018-12-28T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,35.11,0 - 2500
2018-12-28T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,40.07,0 - 2500
2018-12-28T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,38.69,0 - 2500
2018-12-28T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,38.64,0 - 2500
2018-12-28T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,38.77,0 - 2500
2018-12-28T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,33.35,0 - 2500
2018-12-28T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,35.41,0 - 2500
2018-12-28T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,38.34,0 - 2500
2018-12-27T00:00:00Z,"Dowa Metals & Mining Co., Ltd.",Japan,Minera Tizapa Sa De Cv,Mexico,Mexico,Japan,Manzanillo (MX),Mexico,Japan,Maritime,CONCENTRADO DE ZINC,<4000t,2161.83,0 - 2500
2018-12-27T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,43.023,0 - 2500
2018-12-27T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,44.589,0 - 2500
2018-12-27T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,44.393,0 - 2500
2018-12-27T00:00:00Z,Mercuria Energy Trading Sa,NA,Mercuria Commodities Trading S.A. De C.V.,Mexico,Mexico,South Korea,Manzanillo (MX),Mexico,Unknown,Maritime,CONCENTRADO DE ZINC,<4000t,43.002,0 - 2500
